列车,起始站,到起始站时间,发车时间,到达站,出到达站时间,到达时间
G2032,松江站,19:27:30,19:27:33,花桥,19:27:46,19:27:43
G2033,上海南,19:27:57,19:28:00,花桥,19:28:13,19:28:10
G2034,上海南,19:28:37,19:28:40,松江站,19:28:50,19:28:50
G2034,松江站,19:28:50,19:28:53,花桥,19:29:06,19:29:03
G2035,上海南,19:29:17,19:29:20,花桥,19:29:33,19:29:30
G2036,上海南,19:29:57,19:30:00,松江站,19:30:10,19:30:10
G2036,松江站,19:30:10,19:30:13,花桥,19:30:26,19:30:23
G2037,上海南,19:30:37,19:30:40,花桥,19:30:53,19:30:50
G2038,上海南,19:31:17,19:31:20,松江站,19:31:30,19:31:30
G2038,松江站,19:31:30,19:31:33,花桥,19:31:46,19:31:43
G2039,上海南,19:31:57,19:32:00,花桥,19:32:13,19:32:10
G2040,上海南,19:32:37,19:32:40,松江站,19:32:50,19:32:50
G2040,松江站,19:32:50,19:32:53,花桥,19:33:06,19:33:03
G2041,上海南,19:33:17,19:33:20,花桥,19:33:33,19:33:30
G2042,上海南,19:33:57,19:34:00,松江站,19:34:10,19:34:10
G2042,松江站,19:34:10,19:34:13,花桥,19:34:26,19:34:23
G2043,上海南,19:34:37,19:34:40,花桥,19:34:53,19:34:50
G2044,上海南,19:35:17,19:35:20,松江站,19:35:30,19:35:30
G2044,松江站,19:35:30,19:35:33,花桥,19:35:46,19:35:43
G2045,上海南,19:35:57,19:36:00,花桥,19:36:13,19:36:10
G2046,上海南,19:36:37,19:36:40,松江站,19:36:50,19:36:50
G2046,松江站,19:36:50,19:36:53,花桥,19:37:06,19:37:03
G2047,上海南,19:37:17,19:37:20,花桥,19:37:33,19:37:30
G2048,上海南,19:37:57,19:38:00,松江站,19:38:10,19:38:10
G2048,松江站,19:38:10,19:38:13,花桥,19:38:26,19:38:23
G2049,上海南,19:38:37,19:38:40,花桥,19:38:53,19:38:50
G2050,上海南,19:39:17,19:39:20,松江站,19:39:30,19:39:30
G2050,松江站,19:39:30,19:39:33,花桥,19:39:46,19:39:43
G2051,上海南,19:39:57,19:40:00,花桥,19:40:13,19:40:10
G2052,上海南,19:40:37,19:40:40,松江站,19:40:50,19:40:50
G2052,松江站,19:40:50,19:40:53,花桥,19:41:06,19:41:03
G2053,上海南,19:41:17,19:41:20,花桥,19:41:33,19:41:30
G2054,上海南,19:41:57,19:42:00,松江站,19:42:10,19:42:10
G2054,松江站,19:42:10,19:42:13,花桥,19:42:26,19:42:23
G2055,上海南,19:42:37,19:42:40,花桥,19:42:53,19:42:50
G2056,上海南,19:43:17,19:43:20,松江站,19:43:30,19:43:30
G2056,松江站,19:43:30,19:43:33,花桥,19:43:46,19:43:43
G2057,上海南,19:43:57,19:44:00,花桥,19:44:13,19:44:10
G2058,上海南,19:44:37,19:44:40,松江站,19:44:50,19:44:50
G2058,松江站,19:44:50,19:44:53,花桥,19:45:06,19:45:03
G2059,上海南,19:45:17,19:45:20,花桥,19:45:33,19:45:30
G2060,上海南,19:45:57,19:46:00,松江站,19:46:10,19:46:10
G2060,松江站,19:46:10,19:46:13,花桥,19:46:26,19:46:23
G2061,上海南,19:46:37,19:46:40,花桥,19:46:53,19:46:50
G2062,上海南,19:47:17,19:47:20,松江站,19:47:30,19:47:30
G2062,松江站,19:47:30,19:47:33,花桥,19:47:46,19:47:43
G2063,上海南,19:47:57,19:48:00,花桥,19:48:13,19:48:10
G2064,上海南,19:48:37,19:48:40,松江站,19:48:50,19:48:50
G2064,松江站,19:48:50,19:48:53,花桥,19:49:06,19:49:03
G2065,上海南,19:49:17,19:49:20,花桥,19:49:33,19:49:30
G2066,上海南,19:49:57,19:50:00,松江站,19:50:10,19:50:10
G2066,松江站,19:50:10,19:50:13,花桥,19:50:26,19:50:23
G2067,上海南,19:50:37,19:50:40,花桥,19:50:53,19:50:50
G2068,上海南,19:51:17,19:51:20,松江站,19:51:30,19:51:30
G2068,松江站,19:51:30,19:51:33,花桥,19:51:46,19:51:43
G2069,上海南,19:51:57,19:52:00,花桥,19:52:13,19:52:10
G2070,上海南,19:52:37,19:52:40,松江站,19:52:50,19:52:50
G2070,松江站,19:52:50,19:52:53,花桥,19:53:06,19:53:03
G2071,上海南,19:53:17,19:53:20,花桥,19:53:33,19:53:30
G2072,上海南,19:53:57,19:54:00,松江站,19:54:10,19:54:10
G2072,松江站,19:54:10,19:54:13,花桥,19:54:26,19:54:23
G2073,上海南,19:54:37,19:54:40,花桥,19:54:53,19:54:50
G2074,上海南,19:55:17,19:55:20,松江站,19:55:30,19:55:30
G2074,松江站,19:55:30,19:55:33,花桥,19:55:46,19:55:43
G2075,上海南,19:55:57,19:56:00,花桥,19:56:13,19:56:10
G2076,上海南,19:56:37,19:56:40,松江站,19:56:50,19:56:50
G2076,松江站,19:56:50,19:56:53,花桥,19:57:06,19:57:03
G2077,上海南,19:57:17,19:57:20,花桥,19:57:33,19:57:30
G2078,上海南,19:57:57,19:58:00,松江站,19:58:10,19:58:10
G2078,松江站,19:58:10,19:58:13,花桥,19:58:26,19:58:23
G2079,上海南,19:58:37,19:58:40,花桥,19:58:53,19:58:50
G2080,上海南,19:59:17,19:59:20,松江站,19:59:30,19:59:30
G2080,松江站,19:59:30,19:59:33,花桥,19:59:46,19:59:43
G2081,上海南,19:59:57,20:00:00,花桥,20:00:13,20:00:10
G2082,上海南,20:00:37,20:00:40,松江站,20:00:50,20:00:50
G2082,松江站,20:00:50,20:00:53,花桥,20:01:06,20:01:03
G2083,上海南,20:01:17,20:01:20,花桥,20:01:33,20:01:30
G2084,上海南,20:01:57,20:02:00,松江站,20:02:10,20:02:10
G2084,松江站,20:02:10,20:02:13,花桥,20:02:26,20:02:23
G2085,上海南,20:02:37,20:02:40,花桥,20:02:53,20:02:50
G2086,上海南,20:03:17,20:03:20,松江站,20:03:30,20:03:30
G2086,松江站,20:03:30,20:03:33,花桥,20:03:46,20:03:43
G2087,上海南,20:03:57,20:04:00,花桥,20:04:13,20:04:10
G2088,上海南,20:04:37,20:04:40,松江站,20:04:50,20:04:50
G2088,松江站,20:04:50,20:04:53,花桥,20:05:06,20:05:03
G2089,上海南,20:05:17,20:05:20,花桥,20:05:33,20:05:30
G2090,上海南,20:05:57,20:06:00,松江站,20:06:10,20:06:10
G2090,松江站,20:06:10,20:06:13,花桥,20:06:26,20:06:23
G2091,上海南,20:06:37,20:06:40,花桥,20:06:53,20:06:50
G2092,上海南,20:07:17,20:07:20,松江站,20:07:30,20:07:30
G2092,松江站,20:07:30,20:07:33,花桥,20:07:46,20:07:43
G2093,上海南,20:07:57,20:08:00,花桥,20:08:13,20:08:10
G2094,上海南,20:08:37,20:08:40,松江站,20:08:50,20:08:50
G2094,松江站,20:08:50,20:08:53,花桥,20:09:06,20:09:03
G2095,上海南,20:09:17,20:09:20,花桥,20:09:33,20:09:30
G2096,上海南,20:09:57,20:10:00,松江站,20:10:10,20:10:10
G2096,松江站,20:10:10,20:10:13,花桥,20:10:26,20:10:23
G2097,上海南,20:10:37,20:10:40,花桥,20:10:53,20:10:50
G2098,上海南,20:11:17,20:11:20,松江站,20:11:30,20:11:30
G2098,松江站,20:11:30,20:11:33,花桥,20:11:46,20:11:43
G2099,上海南,20:11:57,20:12:00,花桥,20:12:13,20:12:10
G2100,上海南,20:12:37,20:12:40,松江站,20:12:50,20:12:50
G2100,松江站,20:12:50,20:12:53,花桥,20:13:06,20:13:03
G2101,上海南,20:13:17,20:13:20,花桥,20:13:33,20:13:30
G2102,上海南,20:13:57,20:14:00,松江站,20:14:10,20:14:10
G2102,松江站,20:14:10,20:14:13,花桥,20:14:26,20:14:23
G2103,上海南,20:14:37,20:14:40,花桥,20:14:53,20:14:50
G2104,上海南,20:15:17,20:15:20,松江站,20:15:30,20:15:30
G2104,松江站,20:15:30,20:15:33,花桥,20:15:46,20:15:43
G2105,上海南,20:15:57,20:16:00,花桥,20:16:13,20:16:10
G2106,上海南,20:16:37,20:16:40,松江站,20:16:50,20:16:50
G2106,松江站,20:16:50,20:16:53,花桥,20:17:06,20:17:03
G2107,上海南,20:17:17,20:17:20,花桥,20:17:33,20:17:30
G2108,上海南,20:17:57,20:18:00,松江站,20:18:10,20:18:10
G2108,松江站,20:18:10,20:18:13,花桥,20:18:26,20:18:23
G2109,上海南,20:18:37,20:18:40,花桥,20:18:53,20:18:50
G2110,上海南,20:19:17,20:19:20,松江站,20:19:30,20:19:30
G2110,松江站,20:19:30,20:19:33,花桥,20:19:46,20:19:43
G2111,上海南,20:19:57,20:20:00,花桥,20:20:13,20:20:10
G2112,上海南,20:20:37,20:20:40,松江站,20:20:50,20:20:50
G2112,松江站,20:20:50,20:20:53,花桥,20:21:06,20:21:03
G2113,上海南,20:21:17,20:21:20,花桥,20:21:33,20:21:30
G2114,上海南,20:21:57,20:22:00,松江站,20:22:10,20:22:10
G2114,松江站,20:22:10,20:22:13,花桥,20:22:26,20:22:23
G2115,上海南,20:22:37,20:22:40,花桥,20:22:53,20:22:50
G2116,上海南,20:23:17,20:23:20,松江站,20:23:30,20:23:30
G2116,松江站,20:23:30,20:23:33,花桥,20:23:46,20:23:43
G2117,上海南,20:23:57,20:24:00,花桥,20:24:13,20:24:10
G2118,上海南,20:24:37,20:24:40,松江站,20:24:50,20:24:50
G2118,松江站,20:24:50,20:24:53,花桥,20:25:06,20:25:03
G2119,上海南,20:25:17,20:25:20,花桥,20:25:33,20:25:30
G2120,上海南,20:25:57,20:26:00,松江站,20:26:10,20:26:10
G2120,松江站,20:26:10,20:26:13,花桥,20:26:26,20:26:23
G2121,上海南,20:26:37,20:26:40,花桥,20:26:53,20:26:50
G2122,上海南,20:27:17,20:27:20,松江站,20:27:30,20:27:30
G2122,松江站,20:27:30,20:27:33,花桥,20:27:46,20:27:43
G2123,上海南,20:27:57,20:28:00,花桥,20:28:13,20:28:10
G2124,上海南,20:28:37,20:28:40,松江站,20:28:50,20:28:50
G2124,松江站,20:28:50,20:28:53,花桥,20:29:06,20:29:03
G2125,上海南,20:29:17,20:29:20,花桥,20:29:33,20:29:30
G2126,上海南,20:29:57,20:30:00,松江站,20:30:10,20:30:10
G2126,松江站,20:30:10,20:30:13,花桥,20:30:26,20:30:23
G2127,上海南,20:30:37,20:30:40,花桥,20:30:53,20:30:50
G2128,上海南,20:31:17,20:31:20,松江站,20:31:30,20:31:30
G2128,松江站,20:31:30,20:31:33,花桥,20:31:46,20:31:43
G2129,上海南,20:31:57,20:32:00,花桥,20:32:13,20:32:10
G2130,上海南,20:32:37,20:32:40,松江站,20:32:50,20:32:50
G2130,松江站,20:32:50,20:32:53,花桥,20:33:06,20:33:03
G2131,上海南,20:33:17,20:33:20,花桥,20:33:33,20:33:30
G2132,上海南,20:33:57,20:34:00,松江站,20:34:10,20:34:10
G2132,松江站,20:34:10,20:34:13,花桥,20:34:26,20:34:23
G2133,上海南,20:34:37,20:34:40,花桥,20:34:53,20:34:50
G2134,上海南,20:35:17,20:35:20,松江站,20:35:30,20:35:30
G2134,松江站,20:35:30,20:35:33,花桥,20:35:46,20:35:43
G2135,上海南,20:35:57,20:36:00,花桥,20:36:13,20:36:10
G2136,上海南,20:36:37,20:36:40,松江站,20:36:50,20:36:50
G2136,松江站,20:36:50,20:36:53,花桥,20:37:06,20:37:03
G2137,上海南,20:37:17,20:37:20,花桥,20:37:33,20:37:30
G2138,上海南,20:37:57,20:38:00,松江站,20:38:10,20:38:10
G2138,松江站,20:38:10,20:38:13,花桥,20:38:26,20:38:23
G2139,上海南,20:38:37,20:38:40,花桥,20:38:53,20:38:50
G2140,上海南,20:39:17,20:39:20,松江站,20:39:30,20:39:30
G2140,松江站,20:39:30,20:39:33,花桥,20:39:46,20:39:43
G2141,上海南,20:39:57,20:40:00,花桥,20:40:13,20:40:10
G2142,上海南,20:40:37,20:40:40,松江站,20:40:50,20:40:50
G2142,松江站,20:40:50,20:40:53,花桥,20:41:06,20:41:03
G2143,上海南,20:41:17,20:41:20,花桥,20:41:33,20:41:30
G2144,上海南,20:41:57,20:42:00,松江站,20:42:10,20:42:10
G2144,松江站,20:42:10,20:42:13,花桥,20:42:26,20:42:23
G2145,上海南,20:42:37,20:42:40,花桥,20:42:53,20:42:50
G2146,上海南,20:43:17,20:43:20,松江站,20:43:30,20:43:30
G2146,松江站,20:43:30,20:43:33,花桥,20:43:46,20:43:43
G2147,上海南,20:43:57,20:44:00,花桥,20:44:13,20:44:10
G2148,上海南,20:44:37,20:44:40,松江站,20:44:50,20:44:50
G2148,松江站,20:44:50,20:44:53,花桥,20:45:06,20:45:03
G2149,上海南,20:45:17,20:45:20,花桥,20:45:33,20:45:30
G2150,上海南,20:45:57,20:46:00,松江站,20:46:10,20:46:10
G2150,松江站,20:46:10,20:46:13,花桥,20:46:26,20:46:23
G2151,上海南,20:46:37,20:46:40,花桥,20:46:53,20:46:50
G2152,上海南,20:47:17,20:47:20,松江站,20:47:30,20:47:30
G2152,松江站,20:47:30,20:47:33,花桥,20:47:46,20:47:43
G2153,上海南,20:47:57,20:48:00,花桥,20:48:13,20:48:10
G2154,上海南,20:48:37,20:48:40,松江站,20:48:50,20:48:50
G2154,松江站,20:48:50,20:48:53,花桥,20:49:06,20:49:03
G2155,上海南,20:49:17,20:49:20,花桥,20:49:33,20:49:30
G2156,上海南,20:49:57,20:50:00,松江站,20:50:10,20:50:10
G2156,松江站,20:50:10,20:50:13,花桥,20:50:26,20:50:23
G2157,上海南,20:50:37,20:50:40,花桥,20:50:53,20:50:50
G2158,上海南,20:51:17,20:51:20,松江站,20:51:30,20:51:30
G2158,松江站,20:51:30,20:51:33,花桥,20:51:46,20:51:43
G2159,上海南,20:51:57,20:52:00,花桥,20:52:13,20:52:10
G2160,上海南,20:52:37,20:52:40,松江站,20:52:50,20:52:50
G2160,松江站,20:52:50,20:52:53,花桥,20:53:06,20:53:03
G2161,上海南,20:53:17,20:53:20,花桥,20:53:33,20:53:30
G2162,上海南,20:53:57,20:54:00,松江站,20:54:10,20:54:10
G2162,松江站,20:54:10,20:54:13,花桥,20:54:26,20:54:23
G2163,上海南,20:54:37,20:54:40,花桥,20:54:53,20:54:50
G2164,上海南,20:55:17,20:55:20,松江站,20:55:30,20:55:30
G2164,松江站,20:55:30,20:55:33,花桥,20:55:46,20:55:43
G2165,上海南,20:55:57,20:56:00,花桥,20:56:13,20:56:10
G2166,上海南,20:56:37,20:56:40,松江站,20:56:50,20:56:50
G2166,松江站,20:56:50,20:56:53,花桥,20:57:06,20:57:03
G2167,上海南,20:57:17,20:57:20,花桥,20:57:33,20:57:30
G2168,上海南,20:57:57,20:58:00,松江站,20:58:10,20:58:10
G2168,松江站,20:58:10,20:58:13,花桥,20:58:26,20:58:23
G2169,上海南,20:58:37,20:58:40,花桥,20:58:53,20:58:50
G2170,上海南,20:59:17,20:59:20,松江站,20:59:30,20:59:30
G2170,松江站,20:59:30,20:59:33,花桥,20:59:46,20:59:43
G2171,上海南,20:59:57,21:00:00,花桥,21:00:13,21:00:10
G2172,上海南,21:00:37,21:00:40,松江站,21:00:50,21:00:50
G2172,松江站,21:00:50,21:00:53,花桥,21:01:06,21:01:03
G2173,上海南,21:01:17,21:01:20,花桥,21:01:33,21:01:30
G2174,上海南,21:01:57,21:02:00,松江站,21:02:10,21:02:10
G2174,松江站,21:02:10,21:02:13,花桥,21:02:26,21:02:23
G2175,上海南,21:02:37,21:02:40,花桥,21:02:53,21:02:50
G2176,上海南,21:03:17,21:03:20,松江站,21:03:30,21:03:30
G2176,松江站,21:03:30,21:03:33,花桥,21:03:46,21:03:43
G2177,上海南,21:03:57,21:04:00,花桥,21:04:13,21:04:10
G2178,上海南,21:04:37,21:04:40,松江站,21:04:50,21:04:50
G2178,松江站,21:04:50,21:04:53,花桥,21:05:06,21:05:03
G2179,上海南,21:05:17,21:05:20,花桥,21:05:33,21:05:30
G2180,上海南,21:05:57,21:06:00,松江站,21:06:10,21:06:10
G2180,松江站,21:06:10,21:06:13,花桥,21:06:26,21:06:23
G2181,上海南,21:06:37,21:06:40,花桥,21:06:53,21:06:50
G2182,上海南,21:07:17,21:07:20,松江站,21:07:30,21:07:30
G2182,松江站,21:07:30,21:07:33,花桥,21:07:46,21:07:43
G2183,上海南,21:07:57,21:08:00,花桥,21:08:13,21:08:10
G2184,上海南,21:08:37,21:08:40,松江站,21:08:50,21:08:50
G2184,松江站,21:08:50,21:08:53,花桥,21:09:06,21:09:03
G2185,上海南,21:09:17,21:09:20,花桥,21:09:33,21:09:30
G2186,上海南,21:09:57,21:10:00,松江站,21:10:10,21:10:10
G2186,松江站,21:10:10,21:10:13,花桥,21:10:26,21:10:23
G2187,上海南,21:10:37,21:10:40,花桥,21:10:53,21:10:50
G2188,上海南,21:11:17,21:11:20,松江站,21:11:30,21:11:30
G2188,松江站,21:11:30,21:11:33,花桥,21:11:46,21:11:43
G2189,上海南,21:11:57,21:12:00,花桥,21:12:13,21:12:10
G2190,上海南,21:12:37,21:12:40,松江站,21:12:50,21:12:50
G2190,松江站,21:12:50,21:12:53,花桥,21:13:06,21:13:03
G2191,上海南,21:13:17,21:13:20,花桥,21:13:33,21:13:30
G2192,上海南,21:13:57,21:14:00,松江站,21:14:10,21:14:10
G2192,松江站,21:14:10,21:14:13,花桥,21:14:26,21:14:23
G2193,上海南,21:14:37,21:14:40,花桥,21:14:53,21:14:50
G2194,上海南,21:15:17,21:15:20,松江站,21:15:30,21:15:30
G2194,松江站,21:15:30,21:15:33,花桥,21:15:46,21:15:43
G2195,上海南,21:15:57,21:16:00,花桥,21:16:13,21:16:10
G2196,上海南,21:16:37,21:16:40,松江站,21:16:50,21:16:50
G2196,松江站,21:16:50,21:16:53,花桥,21:17:06,21:17:03
G2197,上海南,21:17:17,21:17:20,花桥,21:17:33,21:17:30
G2198,上海南,21:17:57,21:18:00,松江站,21:18:10,21:18:10
G2198,松江站,21:18:10,21:18:13,花桥,21:18:26,21:18:23
G2199,上海南,21:18:37,21:18:40,花桥,21:18:53,21:18:50
G2200,上海南,21:19:17,21:19:20,松江站,21:19:30,21:19:30
G2200,松江站,21:19:30,21:19:33,花桥,21:19:46,21:19:43
G2201,上海南,21:19:57,21:20:00,花桥,21:20:13,21:20:10
G2202,上海南,21:20:37,21:20:40,松江站,21:20:50,21:20:50
G2202,松江站,21:20:50,21:20:53,花桥,21:21:06,21:21:03
G2203,上海南,21:21:17,21:21:20,花桥,21:21:33,21:21:30
G2204,上海南,21:21:57,21:22:00,松江站,21:22:10,21:22:10
G2204,松江站,21:22:10,21:22:13,花桥,21:22:26,21:22:23
G2205,上海南,21:22:37,21:22:40,花桥,21:22:53,21:22:50
G2206,上海南,21:23:17,21:23:20,松江站,21:23:30,21:23:30
G2206,松江站,21:23:30,21:23:33,花桥,21:23:46,21:23:43
G2207,上海南,21:23:57,21:24:00,花桥,21:24:13,21:24:10
G2208,上海南,21:24:37,21:24:40,松江站,21:24:50,21:24:50
G2208,松江站,21:24:50,21:24:53,花桥,21:25:06,21:25:03
G2209,上海南,21:25:17,21:25:20,花桥,21:25:33,21:25:30
G2210,上海南,21:25:57,21:26:00,松江站,21:26:10,21:26:10
G2210,松江站,21:26:10,21:26:13,花桥,21:26:26,21:26:23
G2211,上海南,21:26:37,21:26:40,花桥,21:26:53,21:26:50
G2212,上海南,21:27:17,21:27:20,松江站,21:27:30,21:27:30
G2212,松江站,21:27:30,21:27:33,花桥,21:27:46,21:27:43
G2213,上海南,21:27:57,21:28:00,花桥,21:28:13,21:28:10
G2214,上海南,21:28:37,21:28:40,松江站,21:28:50,21:28:50
G2214,松江站,21:28:50,21:28:53,花桥,21:29:06,21:29:03
G2215,上海南,21:29:17,21:29:20,花桥,21:29:33,21:29:30
G2216,上海南,21:29:57,21:30:00,松江站,21:30:10,21:30:10
G2216,松江站,21:30:10,21:30:13,花桥,21:30:26,21:30:23
G2217,上海南,21:30:37,21:30:40,花桥,21:30:53,21:30:50
G2218,上海南,21:31:17,21:31:20,松江站,21:31:30,21:31:30
G2218,松江站,21:31:30,21:31:33,花桥,21:31:46,21:31:43
G2219,上海南,21:31:57,21:32:00,花桥,21:32:13,21:32:10
G2220,上海南,21:32:37,21:32:40,松江站,21:32:50,21:32:50
G2220,松江站,21:32:50,21:32:53,花桥,21:33:06,21:33:03
G2221,上海南,21:33:17,21:33:20,花桥,21:33:33,21:33:30
G2222,上海南,21:33:57,21:34:00,松江站,21:34:10,21:34:10
G2222,松江站,21:34:10,21:34:13,花桥,21:34:26,21:34:23
G2223,上海南,21:34:37,21:34:40,花桥,21:34:53,21:34:50
G2224,上海南,21:35:17,21:35:20,松江站,21:35:30,21:35:30
G2224,松江站,21:35:30,21:35:33,花桥,21:35:46,21:35:43
G2225,上海南,21:35:57,21:36:00,花桥,21:36:13,21:36:10
G2226,上海南,21:36:37,21:36:40,松江站,21:36:50,21:36:50
G2226,松江站,21:36:50,21:36:53,花桥,21:37:06,21:37:03
G2227,上海南,21:37:17,21:37:20,花桥,21:37:33,21:37:30
G2228,上海南,21:37:57,21:38:00,松江站,21:38:10,21:38:10
G2228,松江站,21:38:10,21:38:13,花桥,21:38:26,21:38:23
G2229,上海南,21:38:37,21:38:40,花桥,21:38:53,21:38:50
G2230,上海南,21:39:17,21:39:20,松江站,21:39:30,21:39:30
G2230,松江站,21:39:30,21:39:33,花桥,21:39:46,21:39:43
G2231,上海南,21:39:57,21:40:00,花桥,21:40:13,21:40:10
G2232,上海南,21:40:37,21:40:40,松江站,21:40:50,21:40:50
G2232,松江站,21:40:50,21:40:53,花桥,21:41:06,21:41:03
G2233,上海南,21:41:17,21:41:20,花桥,21:41:33,21:41:30
G2234,上海南,21:41:57,21:42:00,松江站,21:42:10,21:42:10
G2234,松江站,21:42:10,21:42:13,花桥,21:42:26,21:42:23
G2235,上海南,21:42:37,21:42:40,花桥,21:42:53,21:42:50
G2236,上海南,21:43:17,21:43:20,松江站,21:43:30,21:43:30
G2236,松江站,21:43:30,21:43:33,花桥,21:43:46,21:43:43
G2237,上海南,21:43:57,21:44:00,花桥,21:44:13,21:44:10
G2238,上海南,21:44:37,21:44:40,松江站,21:44:50,21:44:50
G2238,松江站,21:44:50,21:44:53,花桥,21:45:06,21:45:03
G2239,上海南,21:45:17,21:45:20,花桥,21:45:33,21:45:30
G2240,上海南,21:45:57,21:46:00,松江站,21:46:10,21:46:10
G2240,松江站,21:46:10,21:46:13,花桥,21:46:26,21:46:23
G2241,上海南,21:46:37,21:46:40,花桥,21:46:53,21:46:50
G2242,上海南,21:47:17,21:47:20,松江站,21:47:30,21:47:30
G2242,松江站,21:47:30,21:47:33,花桥,21:47:46,21:47:43
G2243,上海南,21:47:57,21:48:00,花桥,21:48:13,21:48:10
G2244,上海南,21:48:37,21:48:40,松江站,21:48:50,21:48:50
G2244,松江站,21:48:50,21:48:53,花桥,21:49:06,21:49:03
G2245,上海南,21:49:17,21:49:20,花桥,21:49:33,21:49:30
G2246,上海南,21:49:57,21:50:00,松江站,21:50:10,21:50:10
G2246,松江站,21:50:10,21:50:13,花桥,21:50:26,21:50:23
G2247,上海南,21:50:37,21:50:40,花桥,21:50:53,21:50:50
G2248,上海南,21:51:17,21:51:20,松江站,21:51:30,21:51:30
G2248,松江站,21:51:30,21:51:33,花桥,21:51:46,21:51:43
G2249,上海南,21:51:57,21:52:00,花桥,21:52:13,21:52:10
G2250,上海南,21:52:37,21:52:40,松江站,21:52:50,21:52:50
G2250,松江站,21:52:50,21:52:53,花桥,21:53:06,21:53:03
G2251,上海南,21:53:17,21:53:20,花桥,21:53:33,21:53:30
G2252,上海南,21:53:57,21:54:00,松江站,21:54:10,21:54:10
G2252,松江站,21:54:10,21:54:13,花桥,21:54:26,21:54:23
G2253,上海南,21:54:37,21:54:40,花桥,21:54:53,21:54:50
G2254,上海南,21:55:17,21:55:20,松江站,21:55:30,21:55:30
G2254,松江站,21:55:30,21:55:33,花桥,21:55:46,21:55:43
G2255,上海南,21:55:57,21:56:00,花桥,21:56:13,21:56:10
G2256,上海南,21:56:37,21:56:40,松江站,21:56:50,21:56:50
G2256,松江站,21:56:50,21:56:53,花桥,21:57:06,21:57:03
G2257,上海南,21:57:17,21:57:20,花桥,21:57:33,21:57:30
G2258,上海南,21:57:57,21:58:00,松江站,21:58:10,21:58:10
G2258,松江站,21:58:10,21:58:13,花桥,21:58:26,21:58:23
G2259,上海南,21:58:37,21:58:40,花桥,21:58:53,21:58:50
G2260,上海南,21:59:17,21:59:20,松江站,21:59:30,21:59:30
G2260,松江站,21:59:30,21:59:33,花桥,21:59:46,21:59:43
G2261,上海南,21:59:57,22:00:00,花桥,22:00:13,22:00:10
G2262,上海南,22:00:37,22:00:40,松江站,22:00:50,22:00:50
G2262,松江站,22:00:50,22:00:53,花桥,22:01:06,22:01:03
G2263,上海南,22:01:17,22:01:20,花桥,22:01:33,22:01:30
G2264,上海南,22:01:57,22:02:00,松江站,22:02:10,22:02:10
G2264,松江站,22:02:10,22:02:13,花桥,22:02:26,22:02:23
G2265,上海南,22:02:37,22:02:40,花桥,22:02:53,22:02:50
G2266,上海南,22:03:17,22:03:20,松江站,22:03:30,22:03:30
G2266,松江站,22:03:30,22:03:33,花桥,22:03:46,22:03:43
G2267,上海南,22:03:57,22:04:00,花桥,22:04:13,22:04:10
G2268,上海南,22:04:37,22:04:40,松江站,22:04:50,22:04:50
G2268,松江站,22:04:50,22:04:53,花桥,22:05:06,22:05:03
G2269,上海南,22:05:17,22:05:20,花桥,22:05:33,22:05:30
G2270,上海南,22:05:57,22:06:00,松江站,22:06:10,22:06:10
G2270,松江站,22:06:10,22:06:13,花桥,22:06:26,22:06:23
G2271,上海南,22:06:37,22:06:40,花桥,22:06:53,22:06:50
G2272,上海南,22:07:17,22:07:20,松江站,22:07:30,22:07:30
G2272,松江站,22:07:30,22:07:33,花桥,22:07:46,22:07:43
G2273,上海南,22:07:57,22:08:00,花桥,22:08:13,22:08:10
G2274,上海南,22:08:37,22:08:40,松江站,22:08:50,22:08:50
G2274,松江站,22:08:50,22:08:53,花桥,22:09:06,22:09:03
G2275,上海南,22:09:17,22:09:20,花桥,22:09:33,22:09:30
G2276,上海南,22:09:57,22:10:00,松江站,22:10:10,22:10:10
G2276,松江站,22:10:10,22:10:13,花桥,22:10:26,22:10:23
G2277,上海南,22:10:37,22:10:40,花桥,22:10:53,22:10:50
G2278,上海南,22:11:17,22:11:20,松江站,22:11:30,22:11:30
G2278,松江站,22:11:30,22:11:33,花桥,22:11:46,22:11:43
G2279,上海南,22:11:57,22:12:00,花桥,22:12:13,22:12:10
G2280,上海南,22:12:37,22:12:40,松江站,22:12:50,22:12:50
G2280,松江站,22:12:50,22:12:53,花桥,22:13:06,22:13:03
G2281,上海南,22:13:17,22:13:20,花桥,22:13:33,22:13:30
G2282,上海南,22:13:57,22:14:00,松江站,22:14:10,22:14:10
G2282,松江站,22:14:10,22:14:13,花桥,22:14:26,22:14:23
G2283,上海南,22:14:37,22:14:40,花桥,22:14:53,22:14:50
G2284,上海南,22:15:17,22:15:20,松江站,22:15:30,22:15:30
G2284,松江站,22:15:30,22:15:33,花桥,22:15:46,22:15:43
G2285,上海南,22:15:57,22:16:00,花桥,22:16:13,22:16:10
G2286,上海南,22:16:37,22:16:40,松江站,22:16:50,22:16:50
G2286,松江站,22:16:50,22:16:53,花桥,22:17:06,22:17:03
G2287,上海南,22:17:17,22:17:20,花桥,22:17:33,22:17:30
G2288,上海南,22:17:57,22:18:00,松江站,22:18:10,22:18:10
G2288,松江站,22:18:10,22:18:13,花桥,22:18:26,22:18:23
G2289,上海南,22:18:37,22:18:40,花桥,22:18:53,22:18:50
G2290,上海南,22:19:17,22:19:20,松江站,22:19:30,22:19:30
